Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,83.44400024414062,83.8550033569336,83.44200134277344,83.44200134277344,83.44200134277344,0
2012-01-03,82.93000030517578,84.62999725341797,82.93000030517578,83.91799926757812,83.91799926757812,0
2012-01-04,84.05799865722656,86.9000015258789,84.05799865722656,86.33999633789062,86.33999633789062,0
2012-01-05,86.9000015258789,88.1500015258789,84.44200134277344,86.69999694824219,86.69999694824219,0
2012-01-06,85.4260025024414,86.19999694824219,84.83499908447266,86.0,86.0,0
2012-01-09,85.33599853515625,86.6500015258789,85.33300018310547,86.6500015258789,86.6500015258789,0
2012-01-10,86.03600311279297,86.75,85.57599639892578,86.75,86.75,0
2012-01-11,85.88099670410156,86.43000030517578,85.56199645996094,85.56800079345703,85.56800079345703,0
2012-01-12,85.92500305175781,87.5,85.8290023803711,87.25,87.25,0
2012-01-13,86.09200286865234,87.4000015258789,85.63400268554688,87.4000015258789,87.4000015258789,0
2012-01-16,85.81800079345703,86.25,85.322998046875,85.4209976196289,85.4209976196289,0
2012-01-17,84.67900085449219,86.5,84.1760025024414,86.4000015258789,86.4000015258789,0
2012-01-18,84.5469970703125,85.4000015258789,84.38999938964844,84.6989974975586,84.6989974975586,0
2012-01-19,84.18000030517578,85.75,83.99600219726562,84.44499969482422,84.44499969482422,0
2012-01-20,84.11399841308594,85.1500015258789,84.09700012207031,84.50800323486328,84.50800323486328,0
2012-01-23,84.80599975585938,86.0,84.5199966430664,86.0,86.0,0
2012-01-24,84.45600128173828,85.75,84.20999908447266,85.75,85.75,0
2012-01-25,84.16500091552734,85.30000305175781,83.91500091552734,85.30000305175781,85.30000305175781,0
2012-01-26,83.73500061035156,85.8499984741211,83.3550033569336,85.75,85.75,0
2012-01-27,85.75,85.75,83.3759994506836,84.69999694824219,84.69999694824219,0
2012-01-30,83.22899627685547,84.55000305175781,83.00399780273438,83.69999694824219,83.69999694824219,0
2012-01-31,84.55000305175781,84.55000305175781,82.31700134277344,83.69999694824219,83.69999694824219,0
2012-02-01,83.69999694824219,83.69999694824219,81.8499984741211,83.4000015258789,83.4000015258789,0
2012-02-02,82.08300018310547,82.9000015258789,81.97200012207031,82.22100067138672,82.22100067138672,0
2012-02-03,83.0999984741211,83.5,82.06600189208984,83.5,83.5,0
2012-02-06,82.77999877929688,83.44999694824219,81.83100128173828,82.12200164794922,82.12200164794922,0
2012-02-07,82.12100219726562,82.75,81.66699981689453,81.83999633789062,81.83999633789062,0
2012-02-08,81.84300231933594,82.55000305175781,81.03399658203125,81.05799865722656,81.05799865722656,0
2012-02-09,81.00399780273438,82.9000015258789,81.00399780273438,82.5999984741211,82.5999984741211,0
2012-02-10,82.69999694824219,82.69999694824219,81.24199676513672,81.9000015258789,81.9000015258789,0
2012-02-13,81.40299987792969,82.05000305175781,81.17900085449219,81.34100341796875,81.34100341796875,0
2012-02-14,81.33200073242188,82.3499984741211,81.16699981689453,82.05000305175781,82.05000305175781,0
2012-02-15,81.52300262451172,82.05000305175781,81.30899810791016,81.4209976196289,81.4209976196289,0
2012-02-16,81.40899658203125,82.30000305175781,81.38899993896484,82.05000305175781,82.05000305175781,0
2012-02-17,81.5260009765625,82.19999694824219,81.36900329589844,81.9000015258789,81.9000015258789,0
2012-02-20,82.05000305175781,82.30000305175781,81.38700103759766,81.75800323486328,81.75800323486328,0
2012-02-21,81.7760009765625,82.5999984741211,81.38600158691406,82.25,82.25,0
2012-02-22,81.69100189208984,82.5,81.27300262451172,82.0,82.0,0
2012-02-23,81.4520034790039,81.75,81.05999755859375,81.10600280761719,81.10600280761719,0
2012-02-24,81.80000305175781,81.80000305175781,81.10099792480469,81.6500015258789,81.6500015258789,0
2012-02-27,81.5999984741211,81.86000061035156,81.10700225830078,81.69999694824219,81.69999694824219,0
2012-02-28,81.15899658203125,81.9000015258789,81.14800262451172,81.37200164794922,81.37200164794922,0
2012-02-29,81.4020004272461,82.25,81.30000305175781,82.0,82.0,0
2012-03-01,81.59700012207031,82.4000015258789,81.55400085449219,81.8550033569336,81.8550033569336,0
2012-03-02,81.8479995727539,82.75,81.49400329589844,82.25,82.25,0
2012-03-05,82.25,83.25,81.52799987792969,82.1500015258789,82.1500015258789,0
2012-03-06,81.63400268554688,82.5999984741211,81.2229995727539,81.75,81.75,0
